NumeroRegistro;Sección;Denominación;Domicilio social;Código;Fecha;
3959;PRIMERA;SANTA LUCÍA;C/ EULOGIO FERNÁNDEZ BARROS 2, 3 F, CP: 39600, MALIAÑO, CANTABRIA;;21/12/2006;
3960;PRIMERA;DE MUJERES ARTES PICASSO;CENTRO CULTURAL SANTIAGO GALAS. AVDA. SANTIAGO GALAS S/N, CP: 39500, ONTORIA, CANTABRIA;;22/12/2006;
3961;PRIMERA;SENDAL CRIU;C/ RUIZ DE SALAZAR Nº 48, CP: 39300, TORRELAVEGA, CANTABRIA;;09/01/2007;
3962;PRIMERA;VECINAL DE COTOLINO-CASTRO URDIALES;C/ OCHO DE MARZO Nº 21, 3º A, CP: 39700, CASTRO URDIALES, CANTABRIA;128;09/01/2007;
3963;PRIMERA;DE QUISGUEYANOS RESIDENTES EN CANTABRIA (AQUISCA);C/ TRES DE NOVIEMBRE Nº 1, ENTLO., CP: 39010, SANTANDER, CANTABRIA;111;10/01/2007;
3964;PRIMERA;PANDERETERAS DE SAN MIGUELUCO;ED. EL PARQUE Nº 2, 1º C, CP: 39650, LA PENILLA DE CAYON, CANTABRIA;125;10/01/2007;
3965;PRIMERA;CANTABRA DE SEXOLOGÍA (A.C.S.);C/ HONDURAS Nº 15, 7º B, CP: 39005, SANTANDER, CANTABRIA;;10/01/2007;
3966;PRIMERA;CULTURAL BAHIA ROCK;C/ RENTERIAS REYES, BAJO Nº 2, CP: 39740, SANTOÑA, CANTABRIA;;10/01/2007;
3967;PRIMERA;COLECTIVO DE UNIVERSITARIOS DE CANTABRIA (CUCA);C/ FEDERICO VIAL Nº 5, 4º B, IZDA., CP: 39009, SANTANDER, CANTABRIA;;11/01/2007;
3968;PRIMERA;COMPAÑIA DE DANZA DE TORRELAVEGA;CRTA. NACIONAL SANTANDER- OVIEDO Nº 27. , CP: 39547, LA REVILLA, CANTABRIA;;12/03/2007;
3969;PRIMERA;GENTE DE MAR;ESCUELA SUPERIOR DE MARINA CIVIL. C/ GAMAZO Nº 1, CP: 39004, SANTANDER, CANTABRIA;;11/01/2007;
3970;PRIMERA;PSICÓLOGOS-INVESTIGADORES-CANTABRIA;C7 R. MENÉNDEZ PIDAL Nº 4, 6º C, CP: 39006, SANTANDER, CANTABRIA;;16/01/2007;
3971;PRIMERA;TINKU-CANTABRIA;AVDA. DEL STADIUM 19, CP: 39005, SANTANDER, CANTABRIA;;22/02/2007;
3972;PRIMERA;A.D.E. NANSA (ASOCIACION PARA EL DESARROLLO EMPRESARIAL NANSA);C/ LARNA S/N, CP: 39550, BIELVA, CANTABRIA;;21/03/2007;
3973;PRIMERA;IMAGINE POR LA CULTURA, LA DIVERSIDAD Y LA UNION DE LOS PUEBLOS;C/ DEL MONTE Nº 22, 2º IZDA., CP: 39005, SANTANDER, CANTABRIA;;29/03/2007;
3974;PRIMERA;DE MUJERES FUTURA DE CAMARGO;RUFINO RUIZ CEBALLOS Nº 5, 3º B, CP: 39600, MALIAÑO, CANTABRIA;;12/03/2007;
3975;PRIMERA;DE VITICULTORES Y ELABORADORES DE VINO DE LA TIERRA COSTA DE CANTABRIA;C/ HÉROES DEL 2 DE MAYO Nº 27, CP: 39638, VILLAFUFRE, CANTABRIA;;16/01/2007;
3976;PRIMERA;"CULTURAL ""AULA DE SAN CLEMENTE Y SANTA ANA""";BARRIO TURRÍA S/Nº, CP: 39718, SOBREMAZAS, CANTABRIA;;16/01/2007;
3977;PRIMERA;A.M.P.A. COLEGIO PÚBLICO MANUEL LLEDÍAS;C/ CAMINO REAL Nº 27, CP: 39311, CARTES, CANTABRIA;;17/01/2007;
3978;PRIMERA;"DE OCIO Y CULTURA ""CAMARGO""";C/ HERMANOS TORRE ORUÑA S/N, CP: 39600, MURIEDAS, CANTABRIA;;22/02/2007;
3979;PRIMERA;CÍVICO CULTURAL ALTO ASÓN;C/ ORENSE S/N, CP: 39800, RAMALES DE LA VICTORIA, CANTABRIA;;22/01/2007;
3980;PRIMERA;COLECTIVO Q;PLAZA MARQUÉS DE VALDECILLA Nº 8, CP: 39310, MIENGO, CANTABRIA;;23/01/2007;
3982;PRIMERA;"CULTURAL DEPORTIVA ""EL BURLADERO""";C/ SAN JUAN Nº 1, 2º B, CP: 39840, AMPUERO, CANTABRIA;;23/01/2007;
3984;PRIMERA;DEPORTIVO CULTURAL JULEBRIN - 80;C/ VALLICIERGO Nº 13, 3º C, CP: 39003, SANTANDER, CANTABRIA;;24/01/2007;
3985;PRIMERA;AMIGAR;AVDA. LIBERTAD, Nº 3 - BAJO POSTERIOR, CP: 39600, MURIEDAS, CANTABRIA;;24/01/2007;
3988;PRIMERA;ECOEDUCADORES;C/ VIA CORNELIA INTERIOR Nº 11-D, 5º DCHA., CP: 39001, SANTANDER, CANTABRIA;;21/03/2007;
3995;PRIMERA;ALTERNATIVA SOLIDARIA;C/ EL CID Nº 1, ENTRESUELO C, CP: 39300, TORRELAVEGA, CANTABRIA;;26/02/2007;
3997;PRIMERA;TALLER LITERARIO CORSARIOS;MANUEL SOLAR GIRON Nº 6, CP: 39340, SUANCES, CANTABRIA;;29/01/2007;
3998;PRIMERA;ALETHEYA;C/ FERNÁNDEZ DE ISLA Nº 9, 3º DCHA., CP: 39008, SANTANDER, CANTABRIA;;05/02/2007;
4000;PRIMERA;COORDINADORA AFECTADOS AUTOVIA SOLARES - TORRELAVEGA;Bº DE LA RUEDA Nº 4, CP: 39479, ZURITA DE PIELAGOS, CANTABRIA;;05/02/2007;
4002;PRIMERA;CULTURAL BEATLES SOUL;C/ MAGALLANES Nº 12, BAJO, CP: 39007, SANTANDER, CANTABRIA;;04/04/2007;
4004;PRIMERA;"GASTRONOMICA CULTURAL "" LOS AMIGOS DE FRESNO""";C/ SAN JOSE Nº 27, CP: 39212, FRESNO DEL RIO, CANTABRIA;;26/02/2007;
4005;PRIMERA;MARCEROS DE PISUEÑA;EDIFICIO DEL AYUNTAMIENTO DE SELAYA. PLAZA JACOBO ROLDAN, CP: 39696, SELAYA, CANTABRIA;;06/03/2007;
4007;PRIMERA;CULTURAL RUMANTELA;AVDA. CANTABRIA 24-A, 6º C, CP: 39600, MALIAÑO, CANTABRIA;;03/08/2007;
4008;PRIMERA;AGRUPACIÓN DEPORTIVA Y CULTURAL OLIMPIA-ALFOZ;PLAZA PÍO XII S/Nº, CP: 39526, NOVALES, CANTABRIA;;20/06/2007;
4009;PRIMERA;CULTURAL CECEJA;C/ ANTIGUAS ESCUELAS Nº 14, CP: 39509, HERRERA DE IBIO, CANTABRIA;;20/03/2007;
4010;PRIMERA;CULTURAL PARA EL DESARROLLO DEL FESTIVAL INTERNACIONAL DE CORTOMETRAJE DE TORRELAVEGA (FICT); CALLE JULIAN URBINA Nº 1 2º B NOR, CP: 39300, TORRELAVEGA, CANTABRIA;;02/03/2007;
4011;PRIMERA;CULTURAL DEPORTIVA AMIGOS DE LA BECADA;URB. LA FUENTE Nº 4, 2º B, CP: 39716, HOZNAYO, CANTABRIA;;30/01/2007;
4012;PRIMERA;CULTURAL PLASTICADICT;C/ AUTONOMÍA Nº 21, CP: 39012, SANTANDER, CANTABRIA;;30/01/2007;
4014;PRIMERA;SAN PEDRUCO DE AJO;C/ EL CARRE Nº 8, CP: 39170, AJO, CANTABRIA;;02/02/2007;
4015;PRIMERA;EDICIONES LOS CANTABROS;Bº QUINTANA Nº 21, CP: 39313, RINCONEDA, CANTABRIA;;06/02/2007;
4016;PRIMERA;CABALGATA DE REYES DE SEÑA;BARRIO LOS CORRALES Nº 2, CP: 39778, SEÑA, CANTABRIA;;06/02/2007;
4017;PRIMERA;CANARIAS EN CANTABRIA;C SANTA LUCIA Nº 6 B. , CP: 39003, SANTANDER, CANTABRIA;;06/02/2007;
4018;PRIMERA;"INTERCULTURAL ""LA RUEDA DEL CARRO""";Bº VILLAFRANCA Nº 240 B, CP: 39300, TORRELAVEGA, CANTABRIA;;06/02/2007;
4019;PRIMERA;G.A.H. MUSIC;C/ CALERUCO Nº 6, CP: 39360, TAGLE, CANTABRIA;;06/02/2007;
4020;PRIMERA;AYUNI;C/ JOAQUIN BUSTAMANTE S/N, CP: 39011, SANTANDER, CANTABRIA;;04/04/2007;
4021;PRIMERA;"""COME GOLALLU QUE LO HA HECHU GÜELA""";Bº SAN LORENZO BLOQUE 1 PORTAL 1 A- 1º IZDA, CP: 39770, LAREDO, CANTABRIA;;19/02/2007;
4022;PRIMERA;CULTURAL FONTIBRE;RESTAURANTE FUENTEBRO, CP: 39212, FONTIBRE, CANTABRIA;;13/02/2007;
4023;PRIMERA;CORAL CONCHA ESPINA;C/ VIRGEN DEL MILAGRO Nº 5, 1º DCHA., CP: 39008, SANTANDER, CANTABRIA;;13/02/2007;
4024;PRIMERA;CULTURAL FAMILIA PACHECO-PERÚ;AVDA. CAMPOGIRO Nº 22, URBANIZACION LAS PALMERAS CHALET Nº 16, CP: 39011, SANTANDER, CANTABRIA;;02/03/2007;
4025;PRIMERA;ASAUTCAS, AUTOCONSUMIDORES CASTREÑOS;C/ LEONARDO RUCABADO Nº 7, ESC. A, 3º A, CP: 39700, CASTRO URDIALES, CANTABRIA;;26/03/2007;
4026;PRIMERA;PARA EL DESARROLLO SOSTENIBLE Y SOLIDARIO;AVDA. FERNANDO TRUEBA Nº 8, 2º C, CP: 39011, SANTANDER, CANTABRIA;;;
4027;PRIMERA;CULTURAL MEDIA VIA;ESCUELAS DE SOBARZO, CALLE SAN PEDRO, 39, CP: 39627, SOBARZO, CANTABRIA;;21/03/2007;
4031;PRIMERA;CULTURAL VALDEPRADO;C/ RUALASAL Nº 6, 1º DCHA., CP: 39001, SANTANDER, CANTABRIA;;20/02/2007;
4032;PRIMERA;CAMERUNESA DE CANTABRIA (ACAMCAN);C/ FLORANES Nº 20, 2º D, CP: 39010, SANTANDER, CANTABRIA;;29/03/2007;
4033;PRIMERA;GAUDIUM;C/ GERVASIO HERREROS Nº 22, CP: 39300, TORRELAVEGA, CANTABRIA;;20/02/2007;
4034;PRIMERA;O.N.G. TERALIS;C/ CASTILLA Nº 19, OFICINA 10, CP: 39009, SANTANDER, CANTABRIA;;13/03/2007;
4035;PRIMERA;CANTABRIA FLUVIAL;C/ SAN MARTIN DEL PINO Nº 16, Nº 3, CP: 39011, SANTANDER, CANTABRIA;;21/03/2007;
4036;PRIMERA;AMIGOS DEL BON TEMPS;C/ JUAN JOSE PEREZ DEL MOLINO Nº 28-A, BAJO, CP: 39006, SANTANDER, CANTABRIA;;26/02/2007;
4037;PRIMERA;AMIGOS DEL TRAJE REGIONAL LUAÑA;C/ MUÑONES Nº 6, CP: 39527, TRASIERRA, CANTABRIA;;04/04/2007;
4038;PRIMERA;LABORES Y PATCHWORK;C/ LA LLAMA Nº 30-B, 3, 4, CP: 39300, TORRELAVEGA, CANTABRIA;;03/04/2007;
4039;PRIMERA;CONTIGO, PARA LA INTEGRACION SOCIAL Y COMUNITARIA DE LAS PERSONAS INMIGRANTES;C/ FRANCISCO TOMAS Y VALIENTE Nº 5 B, 3º D, CP: 39011, SANTANDER, CANTABRIA;;03/04/2007;
4040;PRIMERA;AMIGOS MOUNTAIN  BIKE PUENTE;Bº ARGUDIN Nº 86, 2ºE, CP: 39530, PUENTE SAN MIGUEL, CANTABRIA;;06/03/2007;
4041;PRIMERA;ENTIDAD CANTABRA SOLICITANTE DE LA CERTIFICACION FORESTAL PEFC (CERTICANT);PLAZA RUBEN DARIO EDIF. LOCAL 52 A 54, CP: 39005, SANTANDER, CANTABRIA;;28/02/2007;
4042;PRIMERA;ESCUELA DE CANTO PABLO PASCUAL;C/ ANGEL GARCIA BASOCO Nº 8, 1º DCHA., CP: 39700, CASTRO URDIALES, CANTABRIA;;18/04/2007;
4043;PRIMERA;FURGEM;C/ EL HONDAL D-12, Nº 31, CP: 39313, POLANCO, CANTABRIA;;11/04/2007;
4044;PRIMERA;CULTURAL AZEROS ROCK;C/ DOÑANA Nº 6, 1º D, CP: 39610, EL ASTILLERO, CANTABRIA;;02/03/2007;
4045;PRIMERA;DE ESTUDIANTES DE ECONOMICAS Y EMPRESARIALES DE LA UNIVERSIDAD DE CANTABRIA (ADECEM);C/ GENERAL DÁVILA Nº 266, PORTAL 3, 3º E, CP: 39006, SANTANDER, CANTABRIA;;26/04/2007;
4046;PRIMERA;PARA LA PROMOCIÓN DEL VINO DE LA TIERRA DE LIÉBANA;OFICINA DE CALIDAD ALIMENTARIA, C/ HÉROES DEL 2 DE MAYO Nº 27, CP: 39600, MURIEDAS, CANTABRIA;;03/04/2007;
4047;PRIMERA;DE UCRANIANOS OBERIG;C/ LLANILLA Nº 96, 1-E, CP: 39012, SANTANDER, CANTABRIA;;29/03/2007;
4048;PRIMERA;PARA LA RECUPERACIÓN DE LA OVEJA DE CARA BLANCA DE LA PEÑA;C/ TURIENO S/N, CP: 39587, CAMALEÑO, CANTABRIA;;;
4049;PRIMERA;CENTRO MUNICIPAL DE MAYORES RAMIRO BUSTAMANTE;C/ ANSAR S/Nº, CP: 39300, TORRELAVEGA, CANTABRIA;;20/03/2007;
4051;PRIMERA;FOMENTO Y EXPOSICIONES CANINAS;C/ JUAN JOSE PEREZ DEL MOLINO Nº 15, CP: 39006, SANTANDER, CANTABRIA;;04/06/2007;
4052;PRIMERA;SALIA;EL CONCEJERO Nº 36, 2ºB, CP: 39500, CABEZON DE LA SAL, CANTABRIA;;09/03/2007;
4053;PRIMERA;MARCELLUS WALLACE CLUB;URB. LAS LINDES 1, CHALET 9, CP: 39600, MURIEDAS, CANTABRIA;;17/04/2007;
4055;PRIMERA;PEÑA SAN JOSÉ XIV;C/ SAN JOSÉ Nº 13, BAJO, CP: 39610, EL ASTILLERO, CANTABRIA;;23/04/2007;
4056;PRIMERA;HORIZONTES DE EUROPA;C/ GENERAL DÁVILA Nº 210 B, 6º B, CP: 39006, SANTANDER, CANTABRIA;;;
4057;PRIMERA;CULTURAL PLICA;C/ GENERAL DÁVILA Nº 224, 2º B, CP: 39006, SANTANDER, CANTABRIA;;19/03/2007;
4058;PRIMERA;CULTURAL LA CUEVA DE LA TERNURA;COLONIA CISNEROS Nº 98-G, 2º DCHA., CP: 39007, SANTANDER, CANTABRIA;;07/05/2007;
4059;PRIMERA;CULTURAL Y DEPORTIVA SANTA ANA Y SAN ROQUE;Bº NUEVO Nº 279, CP: 39692, LIAÑO DE VILLAESCUSA, CANTABRIA;;13/03/2007;
4060;PRIMERA;ETNOCANTABRIA; BARRIO LA COTERA Nº 24, CP: 39593, LAMADRID, CANTABRIA;135;13/03/2007;
4061;PRIMERA;CORO AIRES CÁNTABROS;C/ PRADO SAN ROQUE Nº 11, CP: 39001, SANTANDER, CANTABRIA;;30/03/2007;
4062;PRIMERA;DEPORTIVO CULTURAL LA CORDADA;C/ PANDO Nº 4, 3º E, CP: 39300, TORRELAVEGA, CANTABRIA;;29/03/2007;
4063;PRIMERA;DE BRASILEIROS EN ESPAÑA (ABE);C/ AUGUSTO G. LINARES Nº 20, 2º DCHA., CP: 39005, SANTANDER, CANTABRIA;;15/03/2007;
4064;PRIMERA;LAS  NUEVE MENOS CUARTO;AVDA. DE CANTABRIA S/Nº (TEATRO MUNICIPAL), CP: 39400, LOS CORRALES DE BUELNA, CANTABRIA;;08/06/2007;
4065;PRIMERA;LOT, ASOCIACIÓN DE VECINOS DE CABEZÓN DE LA SAL;URB. LA CABROJA Nº 24, 2º D, CP: 39500, CABEZÓN DE LA SAL, CANTABRIA;;15/03/2007;
4066;PRIMERA;CULTURAL LA REGUERA;Bº DE LA IGLESIA S/Nº, CP: 39511, RENEDO DE CABUÉRNIGA, CANTABRIA;;10/04/2007;
4067;PRIMERA;BIENESTAR CANTABRIA;URB. LA ESTORRIGUERA, PORTAL 4, PISO 2º, PUERTA 18, CP: 39180, NOJA, CANTABRIA;;21/03/2007;
4068;PRIMERA;DEPORTIVA AMIGOS DEL OLIMPO;C/ SAN MARTÍN, CP: 39500, CABEZÓN DE LA SAL, CANTABRIA;;12/04/2007;
4069;PRIMERA;CAMARGO POR LA REPÚBLICA;C/ MENENDEZ PELAYO Nº 26, CP: 39600, MALIAÑO, CANTABRIA;;;
4071;PRIMERA;MOTERA SOLDURIOS;LA CASUCA DE PEPE. C/ LOS ALCORNOQUES Nº 7, CP: 39011, SANTANDER, CANTABRIA;;21/03/2007;
4072;PRIMERA;CULTURAL DE CARROCISTAS Y FESTEJOS DE LAREDO;C/ ZAMANILLO Nº 3, CP: 39770, LAREDO, CANTABRIA;;20/03/2007;
4073;PRIMERA;PADRES DE ALUMNOS DEL COLEGIO KOSTKA;AAAA, CP: 39610, ASTILLER0, CANTABRIA;;14/06/2007;
4074;PRIMERA;DE MUJERES CASA DEL MAR DE CASTRO URDIALES;C/ ARDIGALES S/Nº, CP: 39700, CASTRO URDIALES, CANTABRIA;;12/04/2007;
4075;PRIMERA;DUCADO DE CANTABRIA PARA LA PROMOCIÓN CULTURAL, TURISTICA Y GASTRONÓMICA DE CANTABRIA;C/ CAJO-SIXTO OBRADOR Nº 11, BLOQUE 5, 3º DCHA., CP: 39011, SANTANDER, CANTABRIA;;15/05/2007;
4076;PRIMERA;UNDERNOISE-MUSIC;C/ SAN MARTIN DEL PINO, 24. LAS ACACIAS, 10 - 1º A, CP: 39001, SANTANDER, CANTABRIA;;30/03/2007;
4077;PRIMERA;SOCIOCULTURAL DE MUJERES EL TRASTOLILLU;C/ SAN CRISTÓBAL Nº 46, CP: 39450, ARENAS DE IGUÑA, CANTABRIA;;07/05/2007;
4078;PRIMERA;VOCES DE SANTANDER;C/ GENERAL DÁVILA Nº 14-C, 5º DCHA., CP: 39006, SANTANDER, CANTABRIA;;12/04/2007;
4079;PRIMERA;CLUB JUVENIL ENSENADA;C/ SANTA LUCIA Nº 3 1º A, CP: 39003, SANTANDER, CANTABRIA;;26/03/2007;
4080;PRIMERA;DEL MOVIMIENTO DE LAREDO;C/ LÓPEZ SEÑA Nº 8, CP: 39770, LAREDO, CANTABRIA;;26/03/2007;
4081;PRIMERA;DE ILUSIONISTAS DE LAREDO;AVDA. JOSÉ ANTONIO Nº 52, PORTAL C, 15 DCHA., CP: 39770, LAREDO, CANTABRIA;;26/03/2007;
4082;PRIMERA;CALIDAD CONTROLADA DE LA PATATA;OFICINA DE CALIDAD ALIMENTARIA. C/ HÉROES DEL 2 DE MAYO Nº 27, CP: 39600, MURIEDAS, CANTABRIA;;;
4083;PRIMERA;ESTEREOTYPO;AVDA. DE LOS CASTROS Nº 69, 7º C, CP: 39005, SANTANDER, CANTABRIA;;16/05/2007;
4084;PRIMERA;PHOTO-DIYITAL Y PUNTO;C/ SANTA CATALINA Nº 6, CP: 39770, LAREDO, CANTABRIA;;28/03/2007;
4085;PRIMERA;UNIVERSITARIA POR LOS DERECHOS DE LOS ANIMALES;FACULTAD DE CIENCIAS DE LA UCA. AVDA. DE LOS CASTROS S/Nº, CP: 39005, SANTANDER, CANTABRIA;;18/04/2007;
4086;PRIMERA;INICIATIVA POR ARREDONDO. PRACMA (PROTECCIÓN DE LOS RECURSOS AMBIENTALES Y CULTURALES DEL MUNICIPIO DE ARREDONDO);C/ PUERTA BAJERA Nº 1, CP: 39813, ARREDONDO, CANTABRIA;;28/03/2007;
4087;PRIMERA;PEÑA CORNISA DEL CANTÁBRICO;PZA. DEL PRÍCIPE Nº 1, 5º IZDA., CP: 39003, SANTANDER, CANTABRIA;;02/07/2007;
4088;PRIMERA;CASA DE ANDALUCIA EN CASTRO URDIALES;C/ BILBAO Nº 7, CP: 39700, CASTRO URDIALES, CANTABRIA;;15/05/2007;
4090;PRIMERA;DE INMIGRANTES SENEGALESES EN CANTABRIA (AISC);C/ JOAQUIN SALAS Nº 2, 4º B, CP: 39011, SANTANDER, CANTABRIA;;04/04/2007;
4091;PRIMERA;CULTURAL L.H.C.;C/ GENERAL MOSCARDO Nº 2, 7ºC, CP: 39009, SANTANDER, CANTABRIA;;04/04/2007;
4092;PRIMERA;CULTURAL Y RECREATIVA DE AMIGOS DE BÁRCENA MAYOR;CASA DE D. CONSTANTINO COS (CASA TINO), CP: 39518, BÁRCENA MAYOR, CANTABRIA;;11/05/2007;
4093;PRIMERA;CALIDAD CONTROLADA DE LOS PRODUCTOS HORTÍCOLAS;OFICINA DE CALIDAD ALIMENTARIA. C/ HÉROES DEL 2 DE MAYO Nº 27, CP: 39600, MURIEDAS, CANTABRIA;;19/06/2007;
4094;PRIMERA;LA SANTA SKATEBOARDING;C/ MIES DEL CALERO Nº 8. URBANIZ. EL CAMPIZO, CP: 39120, MORTERA, CANTABRIA;;17/04/2007;
4095;PRIMERA;AEGEE-SANTANDER;AVDA. DE LOS CASTROS, S/Nº. EDIFICIO DE FILOLOGIA DE LA UNIVERSIDAD DE CANTABRIA, 1ª PLANTA., CP: 39005, SANTANDER, CANTABRIA;;21/05/2007;
4096;PRIMERA;CULTURAL RAICES FLAMENCAS;C/ CARDENAL HERRERA ORIA Nº 12, 12º B, CP: 39011, SANTANDER, CANTABRIA;;18/04/2007;
4097;PRIMERA;SOCIEDAD CANTABRA DEL FANTASTICO (SCF);C/ GRAL. DÁVILA Nº 119-1, 1º D (BARRIO OBRERO DEL REY), CP: 39007, SANTANDER, CANTABRIA;;23/04/2007;
4098;PRIMERA;CULTURAL CIMARTE;PZA. DE SAN ANTONIO Nº 1, CP: 39740, SANTOÑA, CANTABRIA;;28/05/2007;
4099;PRIMERA;DE AMIGOS DEL KARTING VIK COMPETICION;AVDA. LUIS DE LA CONCHA Nº 77-A, 2º D, CP: 39470, RENEDO DE PIELAGOS, CANTABRIA;;08/06/2007;
4100;PRIMERA;GASTRONOMICA, CULTURAL Y RECREATIVA EL PALADAR;C/ MELCHOR TORÍO Nº 2, 1º, CP: 39840, AMPUERO, CANTABRIA;;;
4101;PRIMERA;RONDA MARCERA DE TORRELAVEGA;APARTADO DE CORREOS Nº 240, CP: 39300, TORRELAVEGA, CANTABRIA;;09/05/2007;
4102;PRIMERA;CIUDADANA AMIGOS DEL AYUNTAMIENTO DE MIENGO;PLAZA DEL AYUNTAMIENTO (TALLER DE CERAMICA), CP: 39310, MIENGO, CANTABRIA;;06/06/2007;
4103;PRIMERA;COSTA VERDE;AVDA. DE LOS CASTROS Nº 1, ENTLO. DCHA., CP: 39005, SANTANDER, CANTABRIA;;25/06/2007;
4104;PRIMERA;ARMONIA ANIMAL;C/ POMALUENGO Nº 28, CP: 39660, CASTAÑEDA, CANTABRIA;;05/06/2007;
4105;PRIMERA;ACANDIS (ASOCIACIÓN CÁNTABRA DE DISLEXIA);C/ GARELLY DE LA CÁMARA Nº 6, CP: 39770, LAREDO, CANTABRIA;;06/06/2007;
4107;PRIMERA;INGENIERÍA SIN FRONTERAS CANTABRIA;DPTO. DE CIENCIAS Y TECNICAS DEL AGUA Y DEL MEDIO AMBIENTE E.T.S.I. CAMINOS, CANALES Y PUERTOS UNIVERSIDAD DE CANTABRIA AVDA. DE LOS CASTROS S/N, CP: 39005, SANTANDER, CANTABRIA;;25/06/2007;
4108;PRIMERA;SOCIOCULTURAL DE INVESTIGACIÓN ETNOGRÁFICA DEL OCCIDENTE CÁNTABRO, LA JATERA;AVDA. LUIS CUEVAS Nº 13, CP: 39584, TAMA, CANTABRIA;;07/09/2007;
4109;PRIMERA;AMIGOS DEL DEPORTE DE MIOÑO;PZA. DE LOS MÁRTIRES S/N, CP: 39708, MIOÑO, CANTABRIA;;15/06/2007;
4110;PRIMERA;ANTIGUOS ALUMNOS DEL COLEGIO TORREVELO;FINCA ELSEDO, CP: 39310, MOGRO, CANTABRIA;;14/06/2007;
4111;PRIMERA;SUMA TEATRO;C/ ARGENTINA Nº 7, 8º A, CP: 39004, SANTANDER, CANTABRIA;;19/06/2007;
4112;PRIMERA;"CANTABRA AMIGOS DEL TROMBON ""ACAMTO""";C/ GENERAL DAVILA , 77, CP: 39006, SANTANDER, CANTABRIA;;13/12/2007;
4113;PRIMERA;DE MUJERES DE TOTERO;ANTIGUAS ESCUELAS DE TOTERO, CP: 39694, TOTERO DE CAYÓN, CANTABRIA;;15/10/2007;
4114;PRIMERA;AGRUPACIÓN DE ABOGADOS JÓVENES DE CANTABRIA;PZA. DE ATARAZANAS Nº 2, 1º, CP: 39002, SANTANDER, CANTABRIA;;;
4115;PRIMERA;LA ENSEÑANZA SIGLO XXI;C/ VÍA CORNELIA Nº 2, CP: 39001, SANTANDER, CANTABRIA;;08/06/2007;
4116;PRIMERA;DE SANTANDERIANOS COLOMBIANOS RECIDENTES EN CANTABRIA CIUDAD BONITA;TRAVESÍA DEL CUBO, GALERÍAS LA ESPERANZA, LOCAL 22, CP: 39001, SANTANDER, CANTABRIA;;28/09/2007;
4117;PRIMERA;AMIGOS DE LOS CAMINOS EN SAN VICENTE DE LA BARQUERA;C/ ALTA Nº 12, BAJO, CP: 39540, SAN VICENTE DE LA BARQUERA, CANTABRIA;;05/07/2007;
4118;PRIMERA;DE ANTIGUOS ALUMNOS/AS Y AMIGOS/AS DE LAS FILIALES DEL Bº PESQUERO Y DEL IIES ALBERTO PICO;Bº PESQUERO S/N (PARROQUIA NTRA. SRA. DEL CARMEN), CP: 39009, SANTANDER, CANTABRIA;;12/07/2007;
4119;PRIMERA;DE PADRES Y MADRES DEL CONSERVATORIO DE MUSICA MANUEL LLANO;C/ MARTIRIANO ZAMORA S/N, CP: 39300, TORRELAVEGA, CANTABRIA;;29/10/2007;
4120;PRIMERA;COORDINADORA AFECTADOS PSIR PEÑACASTILLO-BEZANA;C/ OJAIZ Nº 138, CP: 39011, SANTANDER, CANTABRIA;;31/07/2007;
4121;PRIMERA;"PEÑA TAURINA Y CULTURAL ""ALEJANDRO TALAVANTE""";C/ JERÓNIMO SÁIZ DE LA MAZA Nº 4 (RESTAURANTE BAR OYAMBRE), CP: 39008, SANTANDER, CANTABRIA;;03/07/2007;
4122;PRIMERA;DE PADRES DE ALUMNOS DEL COLEGIO MARCIAL SOLANA DE LA CONCHA DE VILLAESCUSA;Bº LA MINA S/N (COLEGIO MARCIAL SOLANA), CP: 39690, LA CONCHA , CANTABRIA;;30/07/2007;
4123;PRIMERA;CÁNTABRA UNIVERSITARIA POR LA DIVERSIDAD AFECTIVO SEXUAL (ACUDAS);AVDA. CARDENAL HERRERA ORIA S/N (FACULTAD DE MEDICINA), CP: 39011, SANTANDER, CANTABRIA;;30/07/2007;
4124;PRIMERA;GAITERUS TRASMERANUS;C/ LA ESTACIÓN Nº 17, CP: 39792, HERAS, CANTABRIA;;05/07/2007;
4125;PRIMERA;CORO RONDA SALINES;AVDA. DEL GENERALÍSIMO Nº 12 (CASA DE CULTURA), CP: 39500, CABEZÓN DE LA SAL, CANTABRIA;;29/11/2007;
4126;PRIMERA;CULTURAL AVELINA FERNÁNDEZ;C/ ANSAR Nº 3, 4º C, CP: 39300, TORRELAVEGA, CANTABRIA;;11/07/2007;
4128;PRIMERA;DE MADRES Y PADRES DE ALUMNOS DEL CENTRO RURAL AGRUPADO RÍO PISUEÑA;AVDA. PEREZ VENERO Nº 47, CP: 39649, SANTIBAÑEZ DE CARRIEDO, CANTABRIA;;26/07/2007;
4129;PRIMERA;GRUPO XXI;C/ GENERAL MOLA Nº 33, BAJO (COLEGIO OFICIAL DE MÉDICOS), CP: 39004, SANTANDER, CANTABRIA;;26/12/2007;
4130;PRIMERA;TROPAS SOLDURIAS CANTABRAS;Bº EL ARRABAL Nº 6, DUPLEX G, CP: 39450, ARENAS DE IGUÑA, CANTABRIA;;08/08/2007;
4131;PRIMERA;CAMINANDO, ASOCIACION DE DAÑO CEREBRAL ADQUIRIDO DE CANTABRIA; CALLE RUFINO RUIZ CEBALLOS Nº 27, CP: 39600, MURIEDAS, CANTABRIA;511;31/07/2007;
